time,location,growth
207,Other,1618
208,USA,571
208,NL,3
208,Italy,4
208,China,0
208,South Korea,0
208,Wave 3,1262
208,India,941
208,Other,1407
209,USA,446
209,NL,0
209,Italy,4
209,China,0
209,South Korea,1
209,Wave 3,1336
209,India,876
209,Other,1470
210,USA,1325
210,NL,3
210,Italy,5
210,China,2
210,South Korea,0
210,Wave 3,2560
210,India,1091
210,Other,1887
211,USA,1353
211,NL,7
211,Italy,7
211,China,1
211,South Korea,1
211,Wave 3,2331
211,India,978
211,Other,2072
212,USA,1079
212,NL,11
212,Italy,6
212,China,3
212,South Korea,2
212,Wave 3,2296
212,India,983
212,Other,1645
213,USA,1105
213,NL,4
213,Italy,9
213,China,0
213,South Korea,0
213,Wave 3,1981
213,India,945
213,Other,1496
214,USA,982
214,NL,6
214,Italy,3
214,China,2
214,South Korea,0
214,Wave 3,2033
214,India,912
214,Other,1625
215,USA,450
215,NL,0
215,Italy,7
215,China,0
215,South Korea,0
215,Wave 3,1138
215,India,836
215,Other,1430
216,USA,442
216,NL,2
216,Italy,4
216,China,0
216,South Korea,1
216,Wave 3,1308
216,India,848
216,Other,1745
217,USA,1239
217,NL,6
217,Italy,4
217,China,1
217,South Korea,2
217,Wave 3,2318
217,India,967
217,Other,1861
218,USA,1225
218,NL,8
218,Italy,13
218,China,1
218,South Korea,1
218,Wave 3,2144
218,India,1115
218,Other,1777
219,USA,1111
219,NL,3
219,Italy,5
219,China,2
219,South Korea,3
219,Wave 3,1909
219,India,1057
219,Other,1796
220,USA,971
220,NL,3
220,Italy,9
220,China,3
220,South Korea,5
220,Wave 3,1812
220,India,1021
220,Other,1690
221,USA,958
221,NL,5
221,Italy,1
221,China,3
221,South Korea,2
221,Wave 3,1845
221,India,948
221,Other,1610
222,USA,310
222,NL,0
222,Italy,4
222,China,1
222,South Korea,1
222,Wave 3,1248
222,India,971
222,Other,1366
223,USA,573
223,NL,0
223,Italy,6
223,China,1
223,South Korea,0
223,Wave 3,1184
223,India,819
223,Other,1599
